Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
7976,Harry Potter: Quidditch World Cup,29,2003,10,Electronic Arts,0.14,0.04,0.0,0.01,0.19
7977,Dance Central: Spotlight,30,2014,3,Microsoft Game Studios,0.15,0.03,0.0,0.0,0.19
7978,Little Battlers eXperience W,19,2012,7,Level 5,0.0,0.0,0.19,0.0,0.19
7979,Magical Starsign (US sales),4,2006,7,Nintendo,0.16,0.03,0.0,0.0,0.19
7980,Tekken Tag Tournament 2,27,2012,2,Namco Bandai Games,0.09,0.07,0.01,0.01,0.19
7981,Hot Wheels: Battle Force 5,26,2009,6,Activision,0.17,0.0,0.0,0.01,0.19
7982,Dragon Blade: Wrath of Fire,26,2007,0,D3Publisher,0.17,0.0,0.0,0.01,0.19
7983,La Pucelle: Tactics,16,2002,7,Tecmo Koei,0.09,0.07,0.0,0.02,0.19
7984,Phantasy Star Nova,20,2014,7,Sega,0.0,0.0,0.19,0.0,0.19
7985,SBK X: Superbike World Championship,28,2010,6,Black Bean Games,0.1,0.07,0.0,0.02,0.19
7986,Samurai Warriors: State of War,19,2005,0,Tecmo Koei,0.07,0.0,0.11,0.01,0.19
7987,Tiger Woods PGA Tour 07,29,2006,10,Electronic Arts,0.13,0.05,0.0,0.01,0.19
7988,Call of Juarez,28,2007,8,Ubisoft,0.14,0.02,0.0,0.01,0.19
7989,Star Wars: The Clone Wars & Tetris Worlds,29,2002,3,Microsoft Game Studios,0.14,0.04,0.0,0.01,0.19
7990,The Bee Game,4,2007,1,Midway Games,0.17,0.0,0.0,0.01,0.19
7991,EverQuest Online Adventures: Frontiers,16,2003,7,Sony Online Entertainment,0.09,0.07,0.0,0.02,0.19
7992,Cabela's Survival: Shadows of Katmai,28,2011,10,Activision,0.14,0.03,0.0,0.01,0.19
7993,NBA Ballers: Chosen One,28,2008,10,Midway Games,0.17,0.0,0.0,0.01,0.19
7994,WWE All Stars,19,2011,2,THQ,0.12,0.04,0.0,0.03,0.19
7995,Treasures of the Deep,15,1997,0,Namco Bandai Games,0.1,0.07,0.0,0.01,0.19
7996,Phantasy Star Online Ver. 2,3,2001,7,Sega,0.0,0.0,0.19,0.0,0.19
7997,EyePet & Friends,17,2011,9,Sony Computer Entertainment,0.06,0.09,0.0,0.03,0.19
7998,The Lord of the Rings: War in the North,13,2011,0,Warner Bros. Interactive Entertainment,0.04,0.11,0.0,0.03,0.18
7999,Major League Baseball 2K10,17,2010,10,Take-Two Interactive,0.17,0.0,0.0,0.01,0.18
8000,Fight Club,16,2004,2,Vivendi Games,0.09,0.07,0.0,0.02,0.18
8001,Hello Kitty: Birthday Adventures,4,2010,1,Namco Bandai Games,0.06,0.11,0.0,0.02,0.18
8002,Syndicate,28,2012,8,Electronic Arts,0.1,0.06,0.0,0.02,0.18
8003,Dance Dance Revolution: Disney Grooves,26,2009,9,Konami Digital Entertainment,0.17,0.0,0.0,0.01,0.18
8004,Pure Futbol,28,2010,10,Ubisoft,0.08,0.09,0.0,0.02,0.18
8005,Harvest Moon: A Wonderful Life Special Edition,16,2004,9,505 Games,0.09,0.07,0.0,0.02,0.18
8006,Sports Illustrated for Kids: Football,6,2003,10,BAM! Entertainment,0.13,0.05,0.0,0.0,0.18
8007,The Last Airbender,4,2010,0,THQ,0.13,0.04,0.0,0.01,0.18
8008,Happy Cooking,4,2006,9,Ubisoft,0.17,0.0,0.0,0.01,0.18
8009,.hack//Quarantine Part 4: The Final Chapter,16,2003,7,Atari,0.09,0.07,0.0,0.02,0.18
8010,Close Combat: First to Fight,29,2005,8,Take-Two Interactive,0.14,0.04,0.0,0.01,0.18
8011,MotoGP 14,18,2014,6,Milestone S.r.l.,0.04,0.11,0.0,0.04,0.18
8012,Indiana Jones and the Emperor's Tomb,29,2003,0,LucasArts,0.14,0.04,0.0,0.01,0.18
8013,NBA Live 08,26,2007,10,Electronic Arts,0.17,0.0,0.0,0.02,0.18
8014,Buffy the Vampire Slayer: Chaos Bleeds,16,2003,0,Vivendi Games,0.09,0.07,0.0,0.02,0.18
8015,Half-Minute Hero,19,2009,7,Rising Star Games,0.08,0.02,0.07,0.02,0.18
8016,Rock Band Track Pack Volume 2,28,2008,3,MTV Games,0.16,0.01,0.0,0.01,0.18
8017,Reel Fishing II,15,2000,10,Victor Interactive,0.1,0.07,0.0,0.01,0.18
8018,Ringling Bros. and Barnum & Bailey Circus,26,2009,0,Take-Two Interactive,0.17,0.0,0.0,0.01,0.18
8019,The Walking Dead: Season One,20,2013,1,Square Enix,0.14,0.0,0.01,0.03,0.18
8020,Ty the Tasmanian Tiger,29,2002,4,Electronic Arts,0.14,0.04,0.0,0.01,0.18
8021,Dead or Alive,21,1997,2,Tecmo Koei,0.0,0.0,0.18,0.0,0.18
8022,Driving Emotion Type-S,16,2000,6,Electronic Arts,0.04,0.03,0.11,0.01,0.18
8023,Siren,16,2003,1,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18
8024,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",4,2005,0,Disney Interactive Studios,0.15,0.02,0.0,0.01,0.18
8025,NARC,29,2005,8,Midway Games,0.14,0.04,0.0,0.01,0.18
8026,Naruto Shippuden: Dragon Blade Chronicles,26,2009,0,505 Games,0.11,0.02,0.05,0.01,0.18
8027,Dynasty Warriors 8: Empires,18,2014,0,Tecmo Koei,0.06,0.07,0.03,0.02,0.18
8028,Super Robot Taisen J,6,2005,11,Banpresto,0.0,0.0,0.18,0.0,0.18
8029,Evolve,13,2015,8,Take-Two Interactive,0.07,0.1,0.0,0.01,0.18
8030,Nep League DS,4,2007,10,Jaleco,0.0,0.0,0.18,0.0,0.18
8031,Ar tonelico 2: Melody of Metafalica,16,2007,7,Nippon Ichi Software,0.04,0.03,0.11,0.01,0.18
8032,de Blob 2,26,2011,4,THQ,0.11,0.06,0.0,0.02,0.18
8033,Lips: Party Classics,28,2010,3,Microsoft Game Studios,0.05,0.11,0.0,0.02,0.18
8034,Casper: Friends Around the World,15,2000,0,TDK Core,0.1,0.07,0.0,0.01,0.18
8035,Borderlands,13,2009,8,Take-Two Interactive,0.01,0.14,0.0,0.04,0.18
8036,Jurassic Park III: Island Attack,6,2001,1,Konami Digital Entertainment,0.13,0.05,0.0,0.0,0.18
8037,Chaotic: Shadow Warriors,4,2009,0,Activision,0.17,0.0,0.0,0.01,0.18
8038,Ghostbusters: The Video Game,19,2009,0,Atari,0.16,0.01,0.0,0.02,0.18
8039,GameBoy Wars,5,1991,11,Nintendo,0.0,0.0,0.18,0.0,0.18
8040,Amplitude,16,2003,3,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18
8041,Alone in the Dark,26,2008,1,Atari,0.09,0.08,0.0,0.02,0.18
8042,Company of Heroes: Anthology,13,2009,11,THQ,0.0,0.15,0.0,0.04,0.18
8043,Shape Up,30,2014,3,Ubisoft,0.08,0.09,0.0,0.01,0.18
8044,Gauntlet: Seven Sorrows,29,2005,7,Midway Games,0.14,0.04,0.0,0.01,0.18
8045,AirForce Delta Storm,29,2001,8,Konami Digital Entertainment,0.14,0.04,0.0,0.01,0.18
8046,Trauma Team,26,2006,9,Unknown,0.15,0.0,0.02,0.01,0.18
8047,Monopoly Party,29,2002,3,Infogrames,0.14,0.04,0.0,0.01,0.18
8048,Fear Effect 2: Retro Helix,15,2001,0,Eidos Interactive,0.1,0.07,0.0,0.01,0.18
8049,How to Train Your Dragon,17,2010,0,Activision,0.12,0.04,0.0,0.02,0.18
8050,Remember Me,28,2013,0,Capcom,0.1,0.07,0.0,0.02,0.18
8051,International Superstar Soccer 2000 (JP weekly sales),10,1999,10,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18
8052,Chocobo no Fushigi Dungeon for WonderSwan,25,1999,7,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18
8053,Klonoa: Door to Phantomile,15,1997,4,Sony Computer Entertainment,0.0,0.0,0.17,0.01,0.18
8054,Vietcong: Purple Haze,16,2004,8,Gathering of Developers,0.09,0.07,0.0,0.02,0.18
8055,Hitman: HD Trilogy,28,2013,0,Square Enix,0.07,0.09,0.0,0.02,0.18
8056,Atari Anniversary Advance,6,2002,3,Atari,0.13,0.05,0.0,0.0,0.18
8057,Summer Athletics: The Ultimate Challenge,16,2008,10,DTP Entertainment,0.0,0.0,0.0,0.18,0.18
8058,Driver: San Francisco,13,2011,6,Ubisoft,0.05,0.1,0.0,0.03,0.18
8059,Metal Gear Ac!d 2,19,2005,11,Konami Digital Entertainment,0.11,0.01,0.05,0.01,0.18
8060,Hatsune Miku and Future Stars: Project Mirai,2,2012,3,Sega,0.0,0.0,0.18,0.0,0.18
8061,Let's TAP,26,2008,3,Sega,0.09,0.06,0.01,0.02,0.18
8062,X-Men Origins: Wolverine,16,2009,0,Activision,0.13,0.0,0.0,0.05,0.18
8063,TalkMan (Japan),19,2005,3,Sony Computer Entertainment,0.0,0.0,0.18,0.0,0.18
8064,Cabela's Adventure Camp,26,2011,3,Activision,0.15,0.02,0.0,0.01,0.18
8065,LEGO Marvel's Avengers,2,2016,0,Warner Bros. Interactive Entertainment,0.07,0.08,0.01,0.01,0.18
8066,Bloody Roar: Primal Fury,7,2002,2,Activision,0.14,0.04,0.0,0.0,0.18
8067,Shrek SuperSlam,4,2005,0,Activision,0.17,0.0,0.0,0.01,0.18
8068,We Sing UK Hits,26,2011,3,Nordic Games,0.0,0.16,0.0,0.02,0.18
8069,Mega Man Soccer,23,1993,10,Capcom,0.04,0.01,0.13,0.0,0.18
8070,The Chronicles of Narnia: Prince Caspian,28,2008,0,Disney Interactive Studios,0.16,0.01,0.0,0.01,0.18
8071,ZhuZhu Puppies,4,2011,9,Activision,0.13,0.04,0.0,0.01,0.18
8072,Rabbids Party Collection,26,2010,3,Ubisoft,0.0,0.16,0.0,0.02,0.18
8073,Trinity Universe,17,2009,7,Nippon Ichi Software,0.07,0.06,0.03,0.02,0.18
8074,Jewel Match,4,2010,5,PlayV,0.05,0.12,0.0,0.02,0.18
8075,FIFA Soccer 07,7,2006,10,Electronic Arts,0.14,0.04,0.0,0.0,0.18
8076,Dungeon Travelers 2: The Royal Library & The Monster Seal,20,2014,7,Atlus,0.07,0.03,0.05,0.03,0.18
8077,Dying Light,13,2015,0,Warner Bros. Interactive Entertainment,0.11,0.06,0.0,0.02,0.18
8078,Vampire Savior: The Lord of Vampire,21,1998,2,Capcom,0.0,0.0,0.18,0.0,0.18
8079,Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,6,2004,3,Nintendo,0.13,0.05,0.0,0.0,0.18
8080,Super Robot Taisen UX,2,2013,7,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18
8081,Six Flags Fun Park,4,2008,3,Brash Entertainment,0.17,0.0,0.0,0.01,0.18
8082,Test Drive Off-Road Wide Open,29,2001,6,Infogrames,0.15,0.03,0.0,0.01,0.18
8083,Guilty Gear Xrd: Sign,17,2014,2,Arc System Works,0.09,0.0,0.07,0.02,0.18
8084,Pro Yaky? Spirits 2011,17,2011,10,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18
8085,Ben 10 Ultimate Alien: Cosmic Destruction,28,2010,4,D3Publisher,0.1,0.06,0.0,0.02,0.18
8086,Dengeki Bunko Fighting Climax,20,2014,2,Sega,0.08,0.0,0.07,0.03,0.18
8087,Battle Commander: Hachibushu Shura no Heihou,23,1991,11,Banpresto,0.0,0.0,0.18,0.0,0.18
8088,Backbreaker,28,2006,10,Unknown,0.17,0.0,0.0,0.01,0.18
8089,Odin Sphere: Leifthrasir,18,2016,7,Nippon Ichi Software,0.06,0.03,0.07,0.02,0.18
8090,Bad Boys: Miami Takedown,29,2004,8,Empire Interactive,0.14,0.04,0.0,0.01,0.18
8091,Jampack Vol. 1,15,1996,3,Sony Computer Entertainment,0.1,0.07,0.0,0.01,0.18
8092,Spider-Man: Friend or Foe,19,2007,0,Activision,0.16,0.0,0.0,0.01,0.18
8093,Mega Man X: Command Mission,16,2004,7,Capcom,0.09,0.07,0.0,0.02,0.18
8094,Tokyo Xtreme Racer DRIFT,16,2003,6,Genki,0.09,0.07,0.0,0.02,0.18
8095,Moon,15,1997,1,ASCII Entertainment,0.0,0.0,0.17,0.01,0.18
8096,FIFA Soccer 11,13,2010,10,Electronic Arts,0.0,0.14,0.0,0.04,0.18
8097,LEGO Marvel Super Heroes,13,2013,0,Warner Bros. Interactive Entertainment,0.04,0.12,0.0,0.02,0.18
8098,Cabela's Big Game Hunter 2005 Adventures,29,2004,10,Activision,0.13,0.04,0.0,0.01,0.18
8099,Disney Friends,4,2007,9,Disney Interactive Studios,0.13,0.04,0.0,0.01,0.18
8100,Sesame Street: Elmo's Letter Adventure,10,1999,3,NewKidCo,0.14,0.04,0.0,0.0,0.18
8101,Re-Volt,10,1999,6,Acclaim Entertainment,0.14,0.04,0.0,0.0,0.18
8102,Gokujou Parodius,23,1994,8,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18
8103,Hyperdimension Neptunia,20,2013,7,Compile Heart,0.09,0.0,0.07,0.02,0.18
8104,Gauntlet: Dark Legacy,7,2002,0,Midway Games,0.14,0.04,0.0,0.0,0.18
8105,A.C.E.: Another Century's Episode 2,16,2006,9,Banpresto,0.0,0.0,0.18,0.0,0.18
8106,Guitar Hero Live,27,2015,3,Activision,0.12,0.04,0.0,0.02,0.18
8107,Shadow The Hedgehog,29,2005,4,Sega,0.13,0.04,0.0,0.01,0.18
8108,Ridge Racer Unbounded,17,2012,6,Namco Bandai Games,0.05,0.1,0.0,0.03,0.18
8109,Burnout Legends,4,2005,6,Electronic Arts,0.15,0.02,0.0,0.01,0.18
8110,Horrid Henry: Missions of Mischief,4,2010,1,SouthPeak Games,0.01,0.15,0.0,0.02,0.18
8111,Batman: Vengeance,6,2001,1,Ubisoft,0.13,0.05,0.0,0.0,0.18
8112,Full Auto 2: Battlelines,17,2006,6,Sega,0.14,0.02,0.0,0.02,0.18
8113,Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,3,2000,10,Sega,0.0,0.0,0.18,0.0,0.18
8114,The Adventures of Cookie & Cream,16,2000,5,Empire Interactive,0.09,0.07,0.0,0.02,0.18
8115,Van Helsing,29,2007,0,Activision,0.13,0.04,0.0,0.01,0.18
8116,Aliens: Colonial Marines,13,2013,8,Sega,0.1,0.06,0.0,0.02,0.18
8117,Splatterhouse,28,2010,0,Namco Bandai Games,0.14,0.03,0.0,0.01,0.18
8118,MindJack,17,2011,8,Square Enix,0.07,0.08,0.0,0.03,0.18
8119,Dark Souls II,13,2014,7,Namco Bandai Games,0.08,0.08,0.0,0.02,0.18
8120,Daigasso! Band Brothers P,2,2013,3,Nintendo,0.0,0.0,0.18,0.0,0.18
8121,Gun,7,2005,8,Activision,0.14,0.04,0.0,0.0,0.18
8122,World of Outlaws: Sprint Cars,28,2010,6,THQ,0.17,0.0,0.0,0.01,0.18
8123,Marvel Super Hero Squad: Comic Combat,28,2011,0,THQ,0.13,0.04,0.0,0.01,0.18
8124,SingStar Motown,17,2009,3,Sony Computer Entertainment,0.0,0.16,0.0,0.02,0.18
8125,Cabela's Legendary Adventures,26,2008,10,Activision,0.17,0.0,0.0,0.01,0.18
8126,F1 Challenge,21,1994,6,Sega,0.0,0.0,0.18,0.0,0.18
8127,Transformers: Dark of the Moon,26,2011,0,Activision,0.1,0.07,0.0,0.02,0.18
8128,Shadow Madness,15,1999,0,Crave Entertainment,0.1,0.07,0.0,0.01,0.18
8129,Tom Clancy's Ghost Recon: Future Soldier,13,2012,8,Ubisoft,0.05,0.1,0.0,0.03,0.18
8130,Tiger Woods PGA Tour 2004,6,2003,10,Electronic Arts,0.13,0.05,0.0,0.0,0.18
8131,Aliens: Infestation,4,2011,0,Sega,0.1,0.06,0.0,0.02,0.18
8132,Brink,13,2011,8,Bethesda Softworks,0.06,0.09,0.0,0.03,0.18
8133,The Game of Life / Yahtzee / Payday,6,2005,3,Zoo Digital Publishing,0.13,0.05,0.0,0.0,0.18
8134,American Chopper 2: Full Throttle,16,2005,6,Zoo Digital Publishing,0.09,0.07,0.0,0.02,0.18
8135,Dynasty Warriors: Gundam 3,28,2010,0,Tecmo Koei,0.11,0.04,0.02,0.01,0.18
8136,FIFA 16,13,2015,10,Electronic Arts,0.04,0.13,0.0,0.01,0.18
8137,Silent Hill 4: The Room,29,2004,0,Konami Digital Entertainment,0.14,0.04,0.0,0.01,0.18
8138,Heavy Fire: Afghanistan,17,2011,8,Unknown,0.17,0.0,0.0,0.01,0.18
8139,Commandos 2: Men of Courage,16,2002,11,Eidos Interactive,0.09,0.07,0.0,0.02,0.18
8140,Doom (2016),13,2016,8,Bethesda Softworks,0.06,0.1,0.0,0.01,0.18
8141,Chuck E. Cheese's Party Games,4,2010,3,UFO Interactive,0.17,0.0,0.0,0.01,0.18
8142,Pro Evolution Soccer 2013,2,2012,10,Konami Digital Entertainment,0.05,0.02,0.1,0.01,0.18
8143,Pirates: Hunt For Blackbeard's Booty,26,2008,1,Activision,0.08,0.08,0.0,0.02,0.18
8144,FIFA Soccer 2002,7,2001,10,Electronic Arts,0.14,0.04,0.0,0.0,0.18
8145,Godzilla (2015),18,2014,0,Namco Bandai Games,0.1,0.03,0.02,0.03,0.18
8146,Race Pro,28,2009,6,Atari,0.06,0.09,0.0,0.02,0.18
8147,Atari Anniversary Edition Redux,15,2000,3,Infogrames,0.1,0.07,0.0,0.01,0.18
8148,Toukiden: The Age of Demons,19,2013,0,Tecmo Koei,0.0,0.0,0.18,0.0,0.18
8149,Fireblade,16,2002,0,Midway Games,0.09,0.07,0.0,0.02,0.18
8150,Mercury Meltdown Revolution,26,2007,0,Ignition Entertainment,0.16,0.0,0.0,0.01,0.18
8151,Disney's Tarzan Untamed,7,2001,4,Ubisoft,0.14,0.04,0.0,0.0,0.18
8152,WordJong Party,26,2008,5,Destineer,0.17,0.0,0.0,0.01,0.18
8153,Brunswick Circuit Pro Bowling,15,1998,10,THQ,0.1,0.07,0.0,0.01,0.18
8154,Cabela's Dangerous Hunts 2009,16,2008,10,Activision Value,0.09,0.07,0.0,0.02,0.18
8155,Velvet Assassin,28,2009,8,DTP Entertainment,0.14,0.02,0.01,0.01,0.18
8156,Ball Breakers,15,2000,0,Take-Two Interactive,0.1,0.07,0.0,0.01,0.18
8157,Mobile Suit Gundam Seed Destiny: Generation of C.E.,16,2005,0,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18
8158,EyeToy: Groove,16,2003,3,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18
8159,Twisted Metal: Small Brawl,15,2006,0,Unknown,0.1,0.07,0.0,0.01,0.18
8160,Disgaea 4: A Promise Unforgotten,20,2014,7,Nippon Ichi Software,0.04,0.04,0.08,0.02,0.18
8161,Charlie and the Chocolate Factory,7,2005,1,Global Star,0.14,0.04,0.0,0.0,0.18
8162,Armored Core: Last Raven,16,2005,9,505 Games,0.05,0.04,0.08,0.01,0.18
8163,Tomb Raider: Underworld,16,2009,0,Eidos Interactive,0.09,0.04,0.0,0.05,0.18
8164,All Grown Up! Express Yourself,6,2004,3,THQ,0.13,0.05,0.0,0.0,0.18
8165,College Hoops 2K7,17,2007,10,Take-Two Interactive,0.16,0.0,0.0,0.01,0.18
8166,K-1 World Grand Prix,16,2002,10,Konami Digital Entertainment,0.04,0.03,0.1,0.01,0.18
8167,Skate it,4,2008,10,Electronic Arts,0.14,0.02,0.0,0.01,0.18
8168,Kidou Senshi Gundam: Senjou no Kizuna Portable,19,2009,11,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18
8169,Otomedius Excellent,28,2006,8,Unknown,0.13,0.0,0.04,0.01,0.18
8170,Super Robot Taisen A Portable,19,2008,11,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18
8171,Juiced,29,2005,6,THQ,0.13,0.04,0.0,0.01,0.18
8172,Looney Tunes: Back in Action,6,2003,4,Electronic Arts,0.13,0.05,0.0,0.0,0.18
8173,Virtua Tennis,6,2002,10,Atari,0.13,0.05,0.0,0.0,0.18
8174,Tales of the Tempest,4,2006,7,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18
8175,SimCity Creator (JP sales),4,2008,9,Electronic Arts,0.0,0.0,0.18,0.0,0.18
8176,Biohazard: Revival Selection,17,2011,0,Capcom,0.0,0.0,0.18,0.0,0.18
8177,Sonic Riders: Zero Gravity,16,2008,6,Sega,0.09,0.07,0.0,0.02,0.18
8178,Driver: San Francisco,26,2011,6,Ubisoft,0.06,0.09,0.0,0.02,0.18
8179,UFC: Sudden Impact,16,2004,2,Global Star,0.09,0.07,0.0,0.02,0.18
8180,Shawn Johnson Gymnastics,26,2010,10,Zoo Games,0.17,0.0,0.0,0.01,0.18
8181,NBA Hoopz,16,2001,10,Midway Games,0.09,0.07,0.0,0.02,0.18
8182,Captain America: Super Soldier,28,2011,0,Sega,0.11,0.05,0.0,0.01,0.18
8183,TRON: Evolution,4,2010,0,Disney Interactive Studios,0.12,0.04,0.0,0.01,0.18
8184,Pac-Man World 3,4,2005,4,Namco Bandai Games,0.16,0.0,0.0,0.01,0.18
8185,ESPN X Games Skateboarding,6,2001,10,Konami Digital Entertainment,0.13,0.05,0.0,0.0,0.18
8186,Nancy Drew: The Hidden Staircase,4,2008,1,THQ,0.16,0.0,0.0,0.01,0.18
8187,Brunswick Cosmic Bowling,26,2010,10,GameMill Entertainment,0.17,0.0,0.0,0.01,0.18
8188,Star Wars: Battlefront II,13,2005,8,LucasArts,0.02,0.13,0.0,0.03,0.18
8189,Speedball 2100,15,2000,10,Empire Interactive,0.1,0.07,0.0,0.01,0.18
8190,LEGO Island 2: The Brickster's Revenge,15,2001,1,LEGO Media,0.1,0.07,0.0,0.01,0.18
8191,College Hoops 2K8,28,2007,10,Take-Two Interactive,0.16,0.0,0.0,0.01,0.18
8192,FIFA 17,28,2016,10,Electronic Arts,0.03,0.13,0.0,0.01,0.18
8193,Fancy Nancy: Tea Party Time!,4,2010,1,THQ,0.17,0.0,0.0,0.01,0.18
8194,Backyard Basketball,6,2004,10,Atari,0.13,0.05,0.0,0.0,0.18
8195,Madden NFL 09,29,2008,10,Electronic Arts,0.13,0.04,0.0,0.01,0.18
8196,Scooby-Doo! Unmasked,6,2005,4,THQ,0.13,0.05,0.0,0.0,0.18
8197,Summon Night 4,16,2006,7,Banpresto,0.0,0.0,0.18,0.0,0.18
8198,Pro Yaky? Spirits 5,16,2008,10,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18
8199,NHL 2004,29,2003,10,Electronic Arts,0.13,0.04,0.0,0.01,0.18
8200,Namco Museum: 50th Anniversary,29,2005,3,Namco Bandai Games,0.13,0.04,0.0,0.01,0.18
8201,You Don't Know Jack,17,2011,3,THQ,0.16,0.0,0.0,0.01,0.18
8202,Marvel Super Hero Squad: The Infinity Gauntlet,17,2010,0,THQ,0.12,0.03,0.0,0.02,0.18
8203,NFL 2K2,29,2002,10,Sega,0.13,0.04,0.0,0.01,0.18
8204,My French Coach,4,2007,3,Ubisoft,0.15,0.02,0.0,0.01,0.18
8205,Camp Rock: The Final Jam,4,2010,3,Disney Interactive Studios,0.14,0.02,0.0,0.01,0.18
8206,NBA Starting Five,16,2006,10,Unknown,0.09,0.07,0.0,0.02,0.18
8207,Castlevania Judgment,26,2008,2,Konami Digital Entertainment,0.13,0.02,0.01,0.01,0.18
8208,Dead or Alive Paradise,19,2010,3,Ubisoft Annecy,0.07,0.02,0.07,0.02,0.17
8209,The Suffering: Ties That Bind,16,2005,0,Midway Games,0.09,0.07,0.0,0.02,0.17
8210,Disney Sing It: Family Hits,17,2010,3,Disney Interactive Studios,0.11,0.04,0.0,0.02,0.17
8211,Ashes Cricket 2009,17,2009,10,Codemasters,0.0,0.16,0.0,0.02,0.17
8212,EyeToy: Kinetic,16,2005,10,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.17
8213,Petz: Horseshoe Ranch,4,2009,1,Ubisoft,0.16,0.0,0.0,0.01,0.17
8214,Army Men: Sarge's Heroes 2,16,2001,8,Midas Interactive Entertainment,0.09,0.07,0.0,0.02,0.17
8215,Stormrise,17,2009,11,Sega,0.13,0.02,0.0,0.02,0.17
8216,Yu-Gi-Oh! Zexal World Duel Carnival,2,2013,3,Konami Digital Entertainment,0.0,0.08,0.08,0.01,0.17
8217,Winning Eleven: Pro Evolution Soccer 2007,4,2006,10,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17
8218,Green Lantern: Rise of the Manhunters,17,2011,0,Warner Bros. Interactive Entertainment,0.09,0.05,0.0,0.03,0.17
8219,Monkey Island: Special Edition Collection,13,2011,1,LucasArts,0.0,0.14,0.0,0.04,0.17
8220,Broken Sword: Shadows of the Templars - The Director's Cut,4,2009,1,Ubisoft,0.07,0.09,0.0,0.02,0.17
8221,The Wild Thornberrys: Animal Adventures,15,2000,1,Mattel Interactive,0.1,0.07,0.0,0.01,0.17
8222,MotoGP 10/11,17,2011,6,Capcom,0.04,0.1,0.0,0.04,0.17
8223,Jikkyou Powerful Pro Baseball 2016,20,2016,10,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17
8224,SEGA Bass Fishing Duel,16,2002,10,Sega,0.09,0.07,0.0,0.02,0.17
8225,Teen Titans,6,2006,0,Unknown,0.13,0.05,0.0,0.0,0.17
8226,Hyperdimension Neptunia U: Action Unleashed,20,2014,0,Idea Factory International,0.07,0.02,0.06,0.03,0.17
8227,Sports Illustrated for Kids: Baseball,6,2001,10,BAM! Entertainment,0.12,0.05,0.0,0.0,0.17
8228,Fairytale Fights,17,2009,0,Playlogic Game Factory,0.11,0.04,0.0,0.02,0.17
8229,Mark Davis Pro Bass Challenge,16,2002,10,Natsume,0.09,0.07,0.0,0.02,0.17
8230,Rugrats: Royal Ransom,7,2002,4,THQ,0.13,0.03,0.0,0.0,0.17
8231,Warriors of Might and Magic,16,2001,1,3DO,0.09,0.07,0.0,0.02,0.17
8232,Open Season,7,2006,4,Ubisoft,0.13,0.03,0.0,0.0,0.17
8233,The Chronicles of Narnia: Prince Caspian,17,2008,0,Disney Interactive Studios,0.14,0.02,0.0,0.02,0.17
8234,Back to the Future: The Game,18,2015,1,Telltale Games,0.1,0.04,0.0,0.03,0.17
8235,Project Spark,30,2014,3,Microsoft Game Studios,0.11,0.05,0.0,0.02,0.17
8236,Backyard Sports Football: Rookie Rush,4,2010,10,Atari,0.16,0.0,0.0,0.01,0.17
8237,Street Fighter: The Movie,15,1995,2,Acclaim Entertainment,0.1,0.07,0.0,0.01,0.17
8238,Lost in Blue 3,4,2007,1,Konami Digital Entertainment,0.09,0.02,0.06,0.01,0.17
8239,World Championship Poker,6,2004,3,Crave Entertainment,0.12,0.05,0.0,0.0,0.17
8240,Global Defence Force,16,2005,8,Essential Games,0.0,0.0,0.17,0.0,0.17
8241,Rapala Fishing Frenzy 2009,17,2008,10,Activision,0.16,0.0,0.0,0.01,0.17
8242,Major League Baseball 2K6,7,2006,10,Take-Two Interactive,0.13,0.03,0.0,0.0,0.17
8243,Major League Baseball 2K9,17,2009,10,Spike,0.16,0.0,0.0,0.01,0.17
8244,SaGa 2: Hihou Densetsu - Goddess of Destiny,4,2009,7,Square Enix,0.0,0.0,0.17,0.0,0.17
8245,Smash Court Tennis Pro Tournament,16,2002,10,Sony Computer Entertainment,0.08,0.07,0.0,0.02,0.17
8246,The Cursed Crusade,17,2011,0,DTP Entertainment,0.07,0.07,0.01,0.03,0.17
8247,Super Robot Taisen L,4,2010,11,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17
8248,The Grim Adventures of Billy & Mandy,7,2006,0,Midway Games,0.13,0.03,0.0,0.0,0.17
